fecha,hora,id,text
09/10/2021,00:12,1446629576520593409,"RT @Pizza_Hut_Japan: #ピザハット
スーパーカズレーザー4発売記念
フォロー&amp;RTキャンペーン✨

1等：20名様 Mサイズ無料
2等：Lサイズ半額
クーポンが当たるチャンス🎁

10/10まで毎日実施🍕
①@Pizza_Hut_Japan をフォロー
②こ…"
09/10/2021,00:12,1446629576658931713,@GermanRubio94 Esa si juega
09/10/2021,00:12,1446629583348961280,"@DoraAmacoera @xaropecomx azeitona no geral é uma bosta, se fude"
09/10/2021,00:12,1446629583512559617,@cheeksv https://t.co/CBJfezqTzm
09/10/2021,00:12,1446629582648524803,"@YessieTijerino keep them going, despedaza más el periodismo de La Nación, don’t be shy"
09/10/2021,00:12,1446629587077697537,RT @thinkpaper: Pizza boxes are recycled at paper mills across the country. We encourage local communities to update their guidance. https:…
09/10/2021,00:12,1446629588893765632,Hoy le dije que no a una hamburguesa de mc espero tener la cintura de sol perez después de ese “no” jajajajajajjajaja
09/10/2021,00:12,1446629585647554562,eu to quase pedindo minha mãe pra amarrar meus dedos pra eu n pedir uma pizza
09/10/2021,00:12,1446629585316089862,"RT @mightyonii: Mercy: can't speak my mic sounds like an oven
Puni: idk what this is
Me: you're Italian where do u put the pizza
Puni: in t…"
09/10/2021,00:12,1446629590982701057,@Sketch1984 Never had popeyes before heard they are decent
09/10/2021,00:12,1446629589460074496,"RT @sgolondrinoc: Compré un vinito para tomarlo con mi amorcito, echaditos y con una buena pizza"
09/10/2021,00:12,1446629592350052357,comendo pizza de xixi e coco
09/10/2021,00:12,1446629596821172227,Que ganas de pizza Vesuvio. 🥺
09/10/2021,00:12,1446629595789287424,o plano pra hj é encher a cara e comer pizza foda se
09/10/2021,00:12,1446629596192034828,"october 8: one almond dark chocolate biscotti, 170; two cherry tomatoes, 4; c+s'ed two cherry tomatoes, + 2; one apple cider vinegar gummy, 15; one stick of spearmint gum, 5; one slice garden pizza, 260 rounded to 300 

total 496 cals 
suffered from sugar cravings today smh https://t.co/G3WLV7KKwP"
09/10/2021,00:12,1446629594858078211,"RT @K1NGM0NKEY: 🎁プレゼント企画🎁

今回は山梨県甲府市岡島百貨店北海道物産展から詰合せボックス📦を1名にプレゼント🦀

・RTから抽選で1名にプレゼント🎁

当選はDMで連絡します。

HOKKAIDO PIZZA giocoso
https://t.co/5…"
09/10/2021,00:12,1446629597601280000,"https://t.co/3famHq8FpA

""THE PIZZA'S ON FIREEE!""

Send help, ya'll-

I'm dying-"
09/10/2021,00:12,1446629597303296002,@primexpat Can I join?
09/10/2021,00:12,1446629598553378820,"RT @Doroo93: Salsa ranch para alitas, las papas, en la hamburguesa, la pizza, ensaladas, arroz, etc. La ranch es vida."
09/10/2021,00:12,1446629600381997056,@KissMyyAshley Mystic pizza
09/10/2021,00:12,1446629600126177280,"@centralfaslara Pizza

OUÇA AMIGA"
